LithicType,Length_mm_,Width_mm_,Thickness_mm_,Freq1_dry_Hz,Freq1_wet_Hz
chert,34,21,2,10692.3159926234,5088.25787210056
chert,89,31,16,12483.5927660373,9474.12429292348
chert,45,42,6,14974.8806082517,8739.59856429454
chert,46,38,13,35081.3135530838,25756.9242466059
chert,36,20,2,9537.28185761782,4561.58375507318
chert,48,30,6,16094.1631347301,9944.06683413945
chert,58,22,7,12860.0209590233,8725.33015941296
chert,57,24,5,9510.86279430032,5736.11749250034
chert,62,41,8,12861.9326612619,7931.53205876556
chert,65,30,8,11702.0755384357,7656.87793534264
chert,64,53,10,13906.507640328,8717.06486003528
chert,116,65,24,11022.8751077343,7972.90158294553
chert,55,44,5,9746.04832975056,5136.96924688864
chert,54,50,13,22711.9022558483,15809.9761050802
chert,44,22,3,9576.69211322781,5079.90740368917
chert,55,36,6,12258.1659049316,7182.86364110961
chert,61,33,11,18269.7514327062,12853.4373348697
chert,68,41,11,14701.9344898572,9860.90314529559
chert,43,32,3,10027.2990433797,4866.6589401428
chert,36,29,7,31627.9805950143,21209.1925338364
chert,119,59,15,6546.31591385109,4248.86798585026
chert,46,24,3,8762.03966503263,4523.16112554856
chert,48,23,5,13411.8026122751,8282.5338938677
chert,29,19,2,14697.1668103124,7322.9823193105
chert,52,32,4,9142.24651440288,4812.97166578174
chert,54,39,8,16955.1677468761,10724.1119953916
chert,56,25,8,15765.710825858,10822.3254028096
chert,36,23,5,23843.2046440446,15140.7990562216
chert,45,24,5,15259.6509721885,9390.17250886785
chert,49,32,6,15443.9616253303,9392.02653067057
chert,39,25,5,20316.1033653397,12587.6732117152
chert,30,19,3,20600.5288124545,11811.0413475902
chert,41,21,7,25735.3423594018,18024.3596124283
chert,97,49,14,9195.68721567742,6178.15995179075
chert,32,22,8,48282.4894041902,35386.9897258135
chert,44,26,6,19153.3842264556,12278.3499695317
chert,66,42,13,18443.9996254758,12907.8676896453
chert,57,46,8,14392.3337653677,8769.93759998184
chert,55,43,10,19945.4012329779,13203.7066296138
chert,54,36,8,16955.1677468761,10890.1537390227
chert,35,27,14,69882.7761718411,55624.5206842301
chert,58,39,14,25720.0419180466,18761.3677811067
chert,41,24,8,29411.8198393164,20826.876421019
chert,40,24,5,19312.9957616761,12028.1816464382
chert,30,18,4,27467.3717499393,17443.6752526897
chert,33,22,5,28375.3840391935,18332.4415210846
chert,43,31,6,20054.5980867594,12462.7966686986
chert,34,22,6,32076.9479778703,21754.1886371266
chert,42,26,10,35034.9129463512,25787.4206788587
chert,34,25,8,42769.2639704938,30580.0754390388
chert,38,27,5,21399.4412871757,13095.9912318508
chert,36,22,3,14305.9227864267,7763.1834355386
chert,36,26,3,14305.9227864267,7471.63455090205
chert,35,28,5,24066.7724061187,14772.3082255141
chert,26,22,7,57726.593953138,41773.7185808236
chert,32,23,6,36211.8670531427,24512.2497528579
chert,63,57,11,14449.4462009446,9227.34131990076
chert,51,25,7,16632.4915440809,11086.0652268959
chert,56,50,28,47170.8739159927,38481.746190855
chert,43,31,4,13369.7320578396,7267.79039460676
chert,40,13,4,15450.3966093409,10298.3314756991
chert,57,39,11,20923.8981474607,14392.1307660578
chert,83,55,4,3588.42133472861,1549.71005214295
chert,37,30,3,12748.8848421602,6418.96420475827
chert,39,12,5,20316.1033653397,14616.6291519038
chert,39,14,5,20316.1033653397,14165.3674678454
chert,54,27,6,12716.3758101571,7936.5239472337
chert,49,29,5,12869.9680211086,7538.45556076452
chert,64,49,17,25570.9456815012,18714.6439980986
chert,37,24,3,13543.0795699116,7175.90342133673
chert,50,33,5,12360.3172874727,7021.69046585549
chert,28,22,3,22972.8282058406,12870.0608674272
chert,44,20,3,9576.69211322781,5206.65254048337
chert,43,37,6,17789.1416402235,10685.9593654515
chert,37,27,5,22571.7992831861,13848.3798895207
chert,33,14,2,11350.1536156774,6027.56618664694
chert,52,31,6,13713.3697716043,8342.38877007529
chert,47,34,10,27977.1781065475,19559.5875973036
chert,52,32,10,22855.6162860072,15989.4308527811
chert,41,33,5,17431.9563621555,10149.9117031062
chert,82,54,8,7352.95495982909,4145.30926160981
chert,30,15,4,27467.3717499393,18087.7485483363
chert,70,31,4,5045.02746427457,2591.71780927103
chert,73,56,12,13846.6361788628,8931.23641492288
chert,34,26,4,21344.2868398157,12416.5243844276
chert,68,30,9,12028.8554917014,8108.03993880258
chert,27,26,5,33597.4885441544,21633.1559656408
chert,53,33,9,19801.1490899349,13379.7424126218
chert,65,31,13,19015.872749958,14011.1424584636
chert,33,27,3,15882.4491299639,8322.81226194383
chert,54,37,8,16955.1677468761,10834.2591650911
chert,43,28,5,16712.1650722995,10006.8387023744
chert,50,23,7,17304.4442024618,11742.2722861953
chert,31,20,4,25723.8653225238,15949.6226223961
chert,38,32,10,38791.8371019677,27950.8499200494
chert,50,21,10,24720.6345749454,18602.1112582754
chert,27,24,6,43676.7351074007,29922.9635035566
chert,38,21,4,17119.5530297406,10280.2899559134
chert,33,16,6,34050.4608470322,24460.3631003352
chert,62,38,7,11254.1910786042,6757.63250956431
chert,68,48,13,17375.0134880131,11863.5306649144
chert,48,47,7,14636.3527221609,8724.1065585193
chert,49,41,12,28175.7335486268,19960.8090449372
chert,39,29,5,20316.1033653397,12218.6354608447
chert,55,42,14,28588.408433935,20727.529667786
chert,39,27,5,20316.1033653397,12392.4417783043
chert,55,35,6,12258.1659049316,7222.03268978542
chert,56,26,7,13794.9969726258,9054.11624743523
chert,32,32,5,23032.6532792933,14003.4999413114
chert,47,33,5,13988.5890532738,8007.20037575005
chert,39,10,4,16252.8826922718,11495.2438413606
chert,48,34,11,29505.9657470051,21083.8480123548
chert,56,50,10,16846.7406842831,10858.1797729963
chert,90,37,19,14496.6684235791,11073.7933401874
chert,40,32,3,11055.6735740608,5426.41575002218
chert,47,34,11,30774.8959172023,22033.6413775822
chert,25,22,1,8576.5225301805,3186.58718103182
chert,34,23,2,10692.3159926234,4973.822648178
chert,37,22,4,18057.4394265489,10761.3703167757
chert,21,16,4,56055.8607141619,37736.2508874719
chert,28,21,2,15765.710825858,7706.14457949128
chert,50,44,8,17153.045060361,10718.6260914807
chert,62,30,12,19292.8989918929,14073.6582614039
chert,35,15,2,10090.0549285491,5229.90966565244
chert,47,28,5,13988.5890532738,8293.5518796765
chert,42,20,4,14013.9651785405,8427.10491542976
chert,35,30,5,22462.3209123775,13611.2198666176
chert,33,27,4,21176.5988399518,12264.7727032526
chert,33,27,6,31764.8982599278,20851.0354459186
chert,36,17,3,14305.9227864267,8251.30019693168
chert,53,24,12,26401.5321199132,20155.8458618993
chert,45,35,5,14974.8806082517,8514.72105496872
chert,36,25,5,23843.2046440446,14906.0937543532
chert,45,31,7,21363.5113610639,13825.9921420822
chert,47,19,5,13988.5890532738,9033.59318006215
chert,71,39,18,22067.616660832,16756.5396610926
chert,78,51,15,15237.0775240048,10555.5995375196
chert,59,22,7,12427.7823918858,8422.7183193863
chert,50,50,11,20755.1845230368,13957.8245827971
chert,52,43,12,25315.3169495489,17704.2896844678
chert,48,21,5,13411.8026122751,8454.50753967603
chert,56,33,6,11824.2831193935,7042.13500053188
chert,49,29,7,18017.955229552,11709.7878424971
chert,42,34,6,19819.694922686,12132.4876503609
chert,40,19,2,7725.19830467044,3700.25780054233
chert,35,15,2,10090.0549285491,5229.90966565244
chert,42,30,4,14013.9651785405,7691.63941191585
chert,91,55,23,17165.0342719401,12849.2853397851
chert,62,46,17,27331.6069051816,20241.4668784399
chert,48,41,10,23968.9399979638,16225.643314692
chert,60,38,6,10300.2644062272,5905.52067379509
chert,41,15,3,11029.4324397436,6498.96755738942
chert,57,46,11,19789.4589273806,13247.7789042316
chert,47,35,5,13988.5890532738,7907.17986934155
chert,45,36,24,69882.7761718411,58173.1035326879
chert,82,50,28,25735.3423594018,20451.8693842326
chert,49,33,9,23165.9424379955,15771.6553479108
chert,80,60,16,15450.3966093409,10567.3604384813
chert,65,46,9,13164.8349807402,8188.22768715588
chert,123,45,14,5718.96496875596,3848.1428840011
chert,45,32,14,42727.0227221279,32703.6157644089
chert,51,36,10,23760.7022058299,16332.9783342839
chert,68,43,5,6682.69749538965,3437.54771669807
chert,54,39,15,31790.9395253927,23696.7496212953
chert,35,25,6,30270.1647856474,20008.942004266
chert,55,27,12,24516.3318098632,18334.2092589511
chert,35,24,5,25225.1373213728,15941.2646314813
chert,45,33,7,21363.5113610639,13670.1065498118
chert,57,47,10,17607.6423725243,11425.6217010203
chert,46,31,9,26286.1189950979,18194.143586842
chert,51,25,6,14256.4213234979,9090.66192473521
chert,47,25,7,19584.0246745833,13141.3828399534
chert,46,17,6,17524.0793300653,12201.0163640197
chert,51,43,6,12905.8478566328,7360.72839361752
chert,49,32,6,15443.9616253303,9392.02653067057
chert,59,37,4,7101.58993822045,3552.58634237591
chert,46,26,6,17524.0793300653,11189.0855641181
chert,51,24,4,9504.28088233195,5374.99596437407
chert,42,32,7,24524.4390624458,15900.2507660899
chert,40,18,3,11587.7974570057,6526.71128574756
chert,56,31,5,9853.56926616127,5601.86475115396
chert,55,42,32,65344.93356328,55330.0439353771
chert,46,32,7,20444.7592184095,13128.8299165461
chert,53,33,8,17601.0214132755,11508.6474702357
chert,41,28,7,25735.3423594018,17132.4083878257
chert,51,29,11,26136.7724264129,19050.639762804
chert,53,40,9,19801.1490899349,12931.877964594
chert,40,30,6,23175.5949140113,14608.1539720779
chert,36,12,4,19074.5637152356,13011.4905817468
chert,39,12,4,16252.8826922718,11046.2031019924
chert,39,31,6,23409.8629856043,14714.9481414129
chert,49,14,5,12869.9680211086,8880.71916220385
chert,39,19,6,24379.3240384077,16774.6946224201
chert,44,32,6,19153.3842264556,11796.5905755037
chert,31,18,3,19292.8989918929,11145.3287412064
chert,35,30,6,26954.785094853,17269.5348859934
chert,66,36,11,15606.4612215564,10740.8930143892
chert,32,22,2,12070.6223510476,5724.27681214067
chert,58,31,9,16534.3126616014,11204.9933166876
chert,55,29,5,10215.1382541097,5908.35774805686
chert,48,27,9,24141.2447020951,17037.5611052838
chert,61,32,8,13287.0919510591,8623.47704324204
chert,44,35,13,39819.5688901237,29698.2760626324
chert,40,23,4,15450.3966093409,9046.34087458583
chert,51,44,8,16816.7108434912,10482.5825354398
chert,26,19,2,18284.4930288058,9251.0295484765
chert,29,20,3,22045.7502154685,12554.6510592341
chert,41,38,8,24221.2446295213,15923.8060922099
chert,41,27,7,25735.3423594018,17247.2087662444
chert,34,29,4,19136.2571667313,10885.4102960219
chert,96,77,25,15953.3529207226,11543.9610300922
chert,31,29,7,36729.2677877585,25104.1902840423
chert,32,28,6,31587.6387830308,20694.332464255
chert,27,20,3,25432.7516203142,14614.8378680235
chert,32,17,3,18105.9335265713,10559.0534916863
chert,40,29,4,15450.3966093409,8604.55065711831
chert,53,24,7,15400.893736616,10320.1109309546
chert,41,36,3,9587.57599918551,4567.71433785383
chert,38,14,3,12839.6647723054,7739.71700475875
chert,36,27,15,71529.6139321337,57526.4839007367
chert,49,26,20,51479.8720844344,42823.7113536417
chert,34,20,5,26730.7899815586,17537.8133661063
chert,34,23,4,21384.6319852469,12755.5410059595
chert,54,12,4,8477.58387343806,5685.52565825174
chert,33,21,5,28375.3840391935,18493.2790156419
chert,20,12,3,46351.1898280226,30463.3576819313
chert,29,23,3,21216.2851196369,11717.1630909055
chert,33,16,3,17025.2304235161,10039.7104643785
chert,52,34,6,13713.3697716043,8186.26879637492
chert,50,17,10,24720.6345749454,19250.489826501
chert,27,23,7,53171.677522053,38102.3935858267
chert,37,20,8,36114.8788530977,26550.091501584
chert,30,22,6,41201.057624909,28284.9995665867
chert,23,22,6,55933.8425881337,39548.5799588391
chert,36,20,5,23843.2046440446,15558.3942195265
chert,34,34,4,16322.1017010355,9033.2646391261
chert,33,19,2,11350.1536156774,5560.072201606
chert,30,18,5,34334.2146874242,23235.0306514644
chert,125,107,25,8816.98577869023,5905.11752666289
chert,153,102,17,4488.13263887898,2636.11631509954
chert,67,61,17,19620.867545189,13869.8605195729
chert,39,24,6,24379.3240384077,16061.1058421845
chert,50,25,9,22248.5711174509,15861.7981470069
chert,26,21,2,17278.7083941365,8541.74603281493
chert,55,30,7,14301.1935557535,9127.13813712101
chert,52,27,4,9142.24651440288,5012.83138910499
chert,38,24,5,21399.4412871757,13397.6669600599
chert,46,22,5,14603.3994417211,9138.56760806566
chert,35,20,3,15135.0823928237,8420.00496970163
chert,28,21,3,23648.566238787,13380.4289044503
chert,36,18,11,52455.050216898,41864.9603387995
chert,31,26,4,23409.8629856043,13774.9541446981
chert,58,24,5,9185.72925644523,5533.21968933812
chert,34,19,5,26730.7899815586,17707.5680929675
chert,44,36,9,26801.6329068141,18177.1634107979
chert,28,20,2,15765.710825858,7800.85416810234
chert,30,19,3,20600.5288124545,11811.0413475902
chert,33,20,5,28375.3840391935,18660.1161038653
chert,35,29,3,13942.1302214757,7135.27496752265
chert,47,31,13,36370.3315385118,27428.7141028565
chert,36,21,5,23843.2046440446,15407.4223391423
chert,32,18,5,30176.5558776189,20302.2954944476
chert,18,14,2,37437.2015206291,21286.8026374218
chert,29,20,3,22045.7502154685,12554.6510592341
chert,46,34,8,23365.4391067537,15417.8924367053
chert,28,17,5,39414.2770646451,27113.555303425
chert,31,17,3,19292.8989918929,11289.0306904926
chert,27,26,8,53755.981670647,39179.6616323245
chert,33,10,3,17025.2304235161,11232.2404998461
chert,27,15,3,25432.7516203142,15519.0690750998
chert,39,32,5,18898.5873060868,11151.2393975964
chert,35,13,3,15135.0823928237,9342.80212000912
chert,34,20,3,16038.4739889352,8958.49054203133
chert,22,17,4,50450.1325304735,33451.4395062881
chert,25,17,2,19776.5076599563,10313.9777391735
chert,24,19,4,41377.9595754322,26644.1259242917
chert,44,16,7,22345.6149308649,16383.8235494885
chert,36,21,5,23843.2046440446,15407.4223391423
chert,36,15,4,19074.5637152356,12392.3177943283
chert,35,18,4,20180.1098570983,12623.4706548503
chert,32,18,2,12070.6223510476,6017.90078498736
chert,24,16,6,64376.6525389203,47409.3496576999
chert,19,12,4,68478.2121189623,48794.8073675057
chert,24,14,3,32188.3262694602,20157.9894736471
chert,14,12,2,56155.8022809437,34028.0496665439
chert,139,128,26,6893.22572963023,4479.8835372595
chert,180,170,36,5549.51457835209,3663.8885195163
